// Metadata
{"description": "Metadata for Shakespeare binary classification dataset. Both WS's work and those of his contemporaries are included in sentence form.", "authors": [["shakespeare", 0], ["dekker", 1], ["jonson", 2], ["middleton", 4], ["marlowe", 5]], "works": [{"id": 0, "author": 1, "title": "The Pleasant Comedie of Old Fortunatus", "filename": "processed/fortunatus_dekker.txt"}, {"id": 1, "author": 0, "title": "All's Well That Ends Well", "filename": "processed/endswell_shakespeare.txt"}, {"id": 2, "author": 1, "title": "The Noble Spanish Soldier", "filename": "processed/spanish_dekker.txt"}, {"id": 3, "author": 0, "title": "As You Like It", "filename": "processed/likeit_shakespeare.txt"}, {"id": 4, "author": 2, "title": "The Alchemist", "filename": "processed/alchemist_jonson.txt"}, {"id": 5, "author": 0, "title": "Antony and Cleopatra", "filename": "processed/antony_shakespeare.txt"}, {"id": 6, "author": 4, "title": "A Chaste Maid in Cheapside", "filename": "processed/chastemaid_middleton.txt"}, {"id": 7, "author": 0, "title": "A Comedy of Errors", "filename": "processed/comedyoferrors_shakespeare.txt"}, {"id": 8, "author": 0, "title": "Coriolanus", "filename": "processed/coriolanus_shakespeare.txt"}, {"id": 9, "author": 0, "title": "Cymbeline", "filename": "processed/cymbeline_shakespeare.txt"}, {"id": 10, "author": 5, "title": "Dido (Act I)", "filename": "processed/dido_i_marlowe.txt"}, {"id": 11, "author": 5, "title": "Dido (Act II)", "filename": "processed/dido_ii_marlowe.txt"}, {"id": 12, "author": 5, "title": "Dido (Act III)", "filename": "processed/dido_iii_marlowe.txt"}, {"id": 13, "author": 5, "title": "Dido (Act IV)", "filename": "processed/dido_iv_marlowe.txt"}, {"id": 14, "author": 5, "title": "Dido (Act V)", "filename": "processed/dido_v_marlowe.txt"}, {"id": 15, "author": 5, "title": "The Tragical History of the Life and Death of Doctor Faustus", "filename": "processed/faustus_marlowe.txt"}, {"id": 16, "author": 4, "title": "Your Five Gallants", "filename": "processed/fivegallants_middleton.txt"}, {"id": 17, "author": 0, "title": "Hamlet", "filename": "processed/hamlet_shakespeare.txt"}, {"id": 18, "author": 4, "title": "Hengist and Horsa", "filename": "processed/hengist_middleton.txt"}, {"id": 19, "author": 0, "title": "Henry IV, Part 1", "filename": "processed/hen_iv_i_shakespeare.txt"}, {"id": 20, "author": 0, "title": "Henry IV, Part 2", "filename": "processed/hen_iv_ii_shakespeare.txt"}, {"id": 21, "author": 5, "title": "The Jew of Malta (Act I)", "filename": "processed/jewofmalta_i_marlowe.txt"}, {"id": 22, "author": 5, "title": "The Jew of Malta (Act II)", "filename": "processed/jewofmalta_ii_marlowe.txt"}, {"id": 23, "author": 5, "title": "The Jew of Malta (Act III)", "filename": "processed/jewofmalta_iii_marlowe.txt"}]}

// (sentence, author_id, work_id)
("sorrow sent men afflicted best repent what dost thou feed on broken sleep what takest thou take pleasure in to weep to sigh to sob to pine to groan to wring my hands to sit alone oh when oh when shall sorrow quiet have never never never never never till she finds a grave no lesson madam but lacrymae's 3 if you had buried nine husbands so much water as you might squeeze out of", 1, 2)
('fate is firme whose wearie lims shall shortly make repose in those faire walles i promist him of yore but first in bloud must his good fortune bud before he be the lord of turnus towne or force her smile that hetherto hath frownd three winters shall he with the rutiles warre and in the end subdue them with his sword and full three sommers likewise shall he waste in mannaging those fierce barbarian mindes', 5, 10)
("should tread a course pretty and full of view yea haply near the residence of posthumus so nigh at least that though his actions were not visible yet report should render him hourly to your ear as truly as he moves o for such means though peril to my modesty not death on't i would adventure well then here's the point you must forget to be a woman change command into obedience fear and niceness", 0, 9)
("wings shall fly up to the parliament of jove and read the statutes of eternity and see what's past and learn what is to come if thou lay claim to strength armies shall quake to see thee frown as kings at mine do lie so shall thy feet trample on empery make health thine object thou shalt be strong proof 'gainst the deep searching darts of surfeiting be ever merry ever revelling wish but for", 1, 0)
("ever sure where there's no hold your pregnant hopes should not be long arising by what assurance have you held me thus far which you found firm despair you not in that true that was good security for the time but admit a change of state when y'are advanc'd you women have a french toy in your pride you make your friend come crouching or perhaps to bow i' th' hams the better he is", 4, 18)
('my faire brothers bowe by paphos capys and the purple sea from whence my radiant mother did descend and by this sword that saued me from the greekes neuer to leaue these newe vpreared walles whiles dido liues and rules in iunos towne neuer to like or loue any but her what more then delian musicke doe i heare that calles my soule from forth his liuing seate to moue vnto the measures of delight', 5, 12)
("were superfluous for his apparel is built upon his back and the whole frame stands upon pins prick him no more ha ha ha you can do it sir you can do it i commend you well francis feeble here sir what trade art thou feeble a woman's tailor sir shall i prick him sir you may but if he had been a man's tailor he'ld ha' pricked you wilt thou make as many holes", 0, 20)
("rain'd down fortune showering on your head and such a flood of greatness fell on you what with our help what with the absent king what with the injuries of a wanton time the seeming sufferances that you had borne and the contrarious winds that held the king so long in his unlucky irish wars that all in england did repute him dead and from this swarm of fair advantages you took occasion to be", 0, 19)
("it doth beseem your holiness to separate the husband and the wife be quiet and depart thou shalt not have him complain unto the duke of this indignity come go i will fall prostrate at his feet and never rise until my tears and prayers have won his grace to come in person hither and take perforce my husband from the abbess by this i think the dial points at five anon i'm sure the", 0, 7)
("would give his soul to the devil for a shoulder of mutton though it were blood raw good sauce to it if i pay so dear i can tell you make thee go like qui mihi discipulus if i serve you i shall be lousy sirrah if thou dost not presently bind thyself to me for seven years i'll turn all the lice about thee into familiars and make them tear thee in pieces are", 5, 15)
("if truth and upright innocency fail me i'll to the king my master that is dead and tell him who hath sent me after him here comes the prince good morrow and god save your majesty this new and gorgeous garment majesty sits not so easy on me as you think brothers you mix your sadness with some fear this is the english not the turkish court not amurath an amurath succeeds but harry harry", 0, 20)
("hid is worth come daughter follow us why how now abigail what makest thou amongst these hateful christians hinder her not thou man of little faith for she has mortified herself how mortified and is admitted to the sisterhood child of perdition and thy father's shame what wilt thou do among these hateful fiends i charge thee on my blessing that thou leave these devils and their damnèd heresy father give me— she goes to", 5, 21)
("my knave i made these wars for egypt and the queen whose heart i thought i had for she had mine which whilst it was mine had annex'd unto't a million more now lost she eros has pack'd cards with caesar and false play'd my glory unto an enemy's triumph nay weep not gentle eros there is left us ourselves to end ourselves o thy vile lady she has robb'd me of my sword no", 0, 5)
('her pride braue prince of troy thou onely art our god that by thy vertues freest vs from annoy and makes our hopes suruiue to cunning ioyes doe thou but smile and clowdie heauen will cleare whose night and day descendeth from thy browes though we be now in extreame miserie and rest the map of weatherbeaten woe yet shall the aged sunne shed forth his aire to make vs liue vnto our former heate', 5, 10)
("can get none i can find none where are you master have i ta'en you napping and you too i see sorrow's eye lids are made of a dormouse skin they seldom open or of a miser's purse that's always shut so ho master shadow why how now what's the matter i can get none sir 'tis impossible what is impossible what canst not get no help for my old master hast thou been all", 1, 0)
("it was not above once for the play i remember pleased not the million 'twas caviare to the general but it was as i received it and others whose judgments in such matters cried in the top of mine an excellent play well digested in the scenes set down with as much modesty as cunning i remember one said there were no sallets in the lines to make the matter savoury nor no matter in", 0, 17)
("which had return'd to the inheritance of fortinbras had he been vanquisher as by the same covenant and carriage of the article design'd his fell to hamlet now sir young fortinbras of unimproved mettle hot and full hath in the skirts of norway here and there shark'd up a list of lawless resolutes for food and diet to some enterprise that hath a stomach in't which is no other as it doth well appear unto", 0, 17)
("to feede her eyes with his engrauen fame thus in stoute hectors race three hundred yeares the romane scepter royall shall remaine till that a princesse priest conceau'd by mars shall yeeld to dignitie a dubble birth who will eternish troy in their attempts how may i credite these thy flattering termes when yet both sea and sands beset their ships and ph oe bus as in stygian pooles refraines to taint his tresses in", 5, 10)
("foully snatch'd now justice on the doers i wonder sir sith wives are monsters to you and that you fly them as you swear them lordship yet you desire to marry what woman's that i am my lord a wretched florentine derived from the ancient capilet my suit as i do understand you know and therefore know how far i may be pitied i am her mother sir whose age and honour both suffer under", 0, 1)
("the match when that good news came of my husband's death goldstone promis'd me marriage and sware to me i'll bring his oaths in question so will i agree among yourselves for shame are we resolv'd in this who would not feign friends all for my part here's my lip for mine round let it go all wrath thus quench'd and i conclude it so how all events strike even with my wishes their own", 4, 16)
("he parallels nessus he professes not keeping of oaths in breaking 'em he is stronger than hercules he will lie sir with such volubility that you would think truth were a fool drunkenness is his best virtue for he will be swine drunk and in his sleep he does little harm save to his bed clothes about him but they know his conditions and lay him in straw i have but little more to say", 0, 1)
("look pale before you find it other all the regions do smilingly revolt and who resist are mock'd for valiant ignorance and perish constant fools who is't can blame him your enemies and his find something in him we are all undone unless the noble man have mercy who shall ask it the tribunes cannot do't for shame the people deserve such pity of him as the wolf does of the shepherds for his best", 0, 8)
("with speed that stopp'd by me to breathe his bloodied horse he ask'd the way to chester and of him i did demand what news from shrewsbury he told me that rebellion had bad luck and that young harry percy's spur was cold with that he gave his able horse the head and bending forward struck his armed heels against the panting sides of his poor jade up to the rowel head and starting so", 0, 20)
('kernel in this light nut the soul of this man is his clothes trust him not in matter of heavy consequence i have kept of them tame and know their natures farewell monsieur i have spoken better of you than you have or will to deserve at my hand but we must do good against evil an idle lord i swear i think so why do you not know him gives him a worthy pass', 0, 1)
("shall see a countryman of yours that has done worthy service his name i pray you the count rousillon know you such a one but by the ear that hears most nobly of him his face i know not whatsome'er he is he's bravely taken here he stole from france as 'tis reported for the king had married him against his liking think you it is so ay surely mere the truth i know his", 0, 1)
("the youngest son of sir rowland de boys he was my father and he is thrice a villain that says such a father begot villains wert thou not my brother i would not take this hand from thy throat till this other had pulled out thy tongue for saying so thou hast railed on thyself sweet masters be patient for your father's remembrance be at accord let me go i say i will not till", 0, 3)
("want in meat we'll have in drink but you must bear the heart's all be merry master bardolph and my little soldier there be merry be merry be merry my wife has all for women are shrews both short and tall 'tis merry in hall when beards wag all and welcome merry shrove tide be merry be merry i did not think master silence had been a man of this mettle who i i have", 0, 20)
("o the earth most sovereign creature his legs bestrid the ocean his rear'd arm crested the world his voice was propertied as all the tuned spheres and that to friends but when he meant to quail and shake the orb he was as rattling thunder for his bounty there was no winter in't an autumn 'twas that grew the more by reaping his delights were dolphin like they show'd his back above the element they", 0, 5)
("feeling feeling without sight ears without hands or eyes smelling sans all or but a sickly part of one true sense could not so mope o shame where is thy blush rebellious hell if thou canst mutine in a matron's bones to flaming youth let virtue be as wax and melt in her own fire proclaim no shame when the compulsive ardour gives the charge since frost itself as actively doth burn and reason panders", 0, 17)
("therefore as a stranger give it welcome there are more things in heaven and earth horatio than are dreamt of in your philosophy but come here as before never so help you mercy how strange or odd soe'er i bear myself as i perchance hereafter shall think meet to put an antic disposition on that you at such times seeing me never shall with arms encumber'd thus or this headshake or by pronouncing of some", 0, 17)
("your hand sir an early stirrer by the rood and how doth my good cousin silence good morrow good cousin shallow and how doth my cousin your bedfellow and your fairest daughter and mine my god daughter ellen alas a black ousel cousin shallow by yea and nay sir i dare say my cousin william is become a good scholar he is at oxford still is he not indeed sir to my cost a' must", 0, 20)
("the gold i gave to dromio is laid up safe at the centaur and the heedful slave is wander'd forth in care to seek me out by computation and mine host's report i could not speak with dromio since at first i sent him from the mart see here he comes how now sir is your merry humour alter'd as you love strokes so jest with me again you know no centaur you received no", 0, 7)
("down 'tis sour and mine being down has a delicious taste the path that leads to virtue's court is narrow thorny and up a hill a bitter journey but being gone through you find all heavenly sweets the entrance is all flinty but at th' end to towers of pearl and crystal you ascend o delicate o sweet ambrosian relish and see my ugliness drops from my brows thanks beauteous aretë o had i now", 1, 0)
("will deliver her there roar'd the sea and trumpet clangor sounds god save thy grace king hal my royal hal the heavens thee guard and keep most royal imp of fame god save thee my sweet boy my lord chief justice speak to that vain man have you your wits know you what 'tis to speak my king my jove i speak to thee my heart i know thee not old man fall to thy", 0, 20)
("a pair of stairs to marriage which they will climb incontinent or else be incontinent before marriage they are in the very wrath of love and they will together clubs cannot part them they shall be married to morrow and i will bid the duke to the nuptial but o how bitter a thing it is to look into happiness through another man's eyes by so much the more shall i to morrow be at", 0, 3)
("have y'are much to blame and you should yield so to passion without cause is not there time enough for meditation must it lay title to your health and beauty and draw them into time's consumption too 'tis too exacting for a holy faculty he reads himself asleep sure my lord your pardon sir nay i'll take away your book and bestow 't here lady you that delight in virgin s' stories and all chaste", 4, 18)
("on all that need let me report to him your sweet dependency and you shall find a conqueror that will pray in aid for kindness where he for grace is kneel'd to pray you tell him i am his fortune's vassal and i send him the greatness he has got i hourly learn a doctrine of obedience and would gladly look him i' the face this i'll report dear lady have comfort for i know", 0, 5)
("and lust good father it was my sin forgive it hangs my roof over us still and will not fall o justice upon us for this wicked man nay look sir you grieve him now with staying in his sight good sir the nobleman will come too and take you and that may breed a tragedy i'll go ay and repent at home sir it may be for some good penance you may have it", 2, 4)
('may as well strike at the heaven with your staves as lift them against the roman state whose course will on the way it takes cracking ten thousand curbs of more strong link asunder than can ever appear in your impediment for the dearth the gods not the patricians make it and your knees to them not arms must help alack you are transported by calamity thither where more attends you and you slander the', 0, 8)
("sir i wonder at it please you to give me leave to touch the door i'll try an the lock be chang'd it mazes me good faith sir i believe there's no such thing 'tis all deceptio visus — would i could get him away master captain master doctor who's that our clerk within that i forgot i know not sir for god's sake when will her grace be at leisure ha illusions some spirit", 2, 4)
("know 'tis ours whom best i love i cross to make my gift the more delay'd delighted be content your low laid son our godhead will uplift his comforts thrive his trials well are spent our jovial star reign'd at his birth and in our temple was he married rise and fade he shall be lord of lady imogen and happier much by his affliction made this tablet lay upon his breast wherein our pleasure", 0, 9)
("that i was ay marry and the butcher belike should kill and sell close in some upper room some apple loft as i take it or a coal house i know not which i'faith either will serve the bottom of the pocket of his apron you go to seek him where you shall not find him i'll buy walk by your noses with my flesh sheep biting mongrels hand basket freebooters my wife lies in", 4, 6)
("keep it thus do i rid myself of fear lie soft sleep hard drink wine and eat good cheer 'twill be so tedious sir to live from you but that necessity must be obeyed i would it might not wife the tediousness will be the most part mine that understand the blessings i have in thee so to part that drives the torment to a knowing heart but as thou sayst we must give way", 4, 6)
("she not forth i have assailed her with music but she vouchsafes no notice the exile of her minion is too new she hath not yet forgot him some more time must wear the print of his remembrance out and then she's yours you are most bound to the king who lets go by no vantages that may prefer you to his daughter frame yourself to orderly soliciting and be friended with aptness of the", 0, 9)
("and my instrument that hath the several scales upon't shall make you able to quarrel at a straw's breadth by moon light and lady i'll have you look in a glass some half an hour but to clear your eye sight against you see your fortune which is greater than i may judge upon the sudden trust me where are you doctor i'll come to you presently i will have this same widow now i", 2, 4)
("alive after the salt was stolen then a good dinner a fine provoking meal which drew on apace the pleasure of a day bed and i had it this here one ring can witness when i parted who but sweet master goldstone i left her in that trance what cannot wit so it be impudent devise and compass i'd fain know that fellow now that would suspect me but for what i am he lives", 4, 16)
("though yet forsworn he were then pleaded i for you and what said he that love i begg'd for you he begg'd of me with what persuasion did he tempt thy love with words that in an honest suit might move first he did praise my beauty then my speech didst speak him fair have patience i beseech i cannot nor i will not hold me still my tongue though not my heart shall have", 0, 7)
("purpose choughs' language gabble enough and good enough as for you interpreter you must seem very politic but couch ho here he comes to beguile two hours in a sleep and then to return and swear the lies he forges ten o'clock within these three hours 'twill be time enough to go home what shall i say i have done it must be a very plausive invention that carries it they begin to smoke me", 0, 1)
("slave of life and life time's fool and time that takes survey of all the world must have a stop o i could prophesy but that the earthy and cold hand of death lies on my tongue no percy thou art dust and food for for worms brave percy fare thee well great heart ill weaved ambition how much art thou shrunk when that this body did contain a spirit a kingdom for it was", 0, 19)
('from her cheek no more of this helena go to no more lest it be rather thought you affect a sorrow than have it i do affect a sorrow indeed but i have it too moderate lamentation is the right of the dead excessive grief the enemy to the living if the living be enemy to the grief the excess makes it soon mortal madam i desire your holy wishes how understand we that be', 0, 1)
("show the britons cold so caesar shall not find them let proof speak his majesty bids you welcome make pastime with us a day or two or longer if you seek us afterwards in other terms you shall find us in our salt water girdle if you beat us out of it it is yours if you fall in the adventure our crows shall fare the better for you and there's an end so sir", 0, 9)
("looked not for mark antony here pray you is he married to cleopatra caesar's sister is called octavia true sir she was the wife of caius marcellus but she is now the wife of marcus antonius pray ye sir 'tis true then is caesar and he for ever knit together if i were bound to divine of this unity i would not prophesy so i think the policy of that purpose made more in the", 0, 5)
("saint patrick and saint peter and all de holy angels look upon dat fash and make it fair ha ha ha she's sped i warrant peace shadow buy any peepins buy both peeps feene feene tamasco apples came not lord longaville to buy some fruit no fat master here came no lords nor ladies but di none sweet self 'tis well say nothing here's six crowns for two you say the virtues are to make", 1, 0)
("kingdom's government oh powers of blessedness keep me from growing downwards into earth again i hope i am further on my way than so you must not how i know your wisdom will light upon a way to pardon us when you shall read in every briton's brow the urg'd necessity of the times what necessity can be i' th' world but prayer and repentance and that business i am about hark afar off still", 4, 18)
("divorced so many english kings thy due from me is tears and heavy sorrows of the blood which nature love and filial tenderness shall o dear father pay thee plenteously my due from thee is this imperial crown which as immediate as thy place and blood derives itself to me lo here it sits which god shall guard and put the world's whole strength into one giant arm it shall not force this lineal honour", 0, 20)
("life and like his late submission oh sting to honour alive or dead thou goest for that word's rudeness only see sin needs no more destruction than it breeds in its own bosom such another brings him what has thy wild rage stamp'd a wound upon me i'll send one to thy soul shall never heal for't how to my soul it shall be thy master torment both for the pain and the everlastingness ha", 4, 18)
('slain o monstrous villainy to work my peace this i confess to thee reveal it not for then my father dies know that confession must not be revealed the canon law forbids it and the priest that makes it known being degraded first so i have heard pray therefore keep it close death seizeth on my heart ah gentle friar convert my father that he may be saved and witness that i die a christian', 5, 23)
("of the oath the mischiefs that peoples a lost honour oh they're infinite for as at a small breach in town or castle when one has entrance a whole army follows in woman so abusively once known thousands of sins has passage made with one vice comes with troops and they that entertain a mighty potentate must receive his train methinks i should not hear from fortune next under an earldom now she cannot spend", 4, 18)
("bright day that teems the sudden'st storm when the world least expects one but of all i'll never trust fair sky in a man again there's the deceitful weather will you heap more guilt upon you by detaining me like a cup taken after a full surfeit even in contempt of health and heaven together what seek you ransom for your liberty as i shall like of or you ne'er obtain 't here's a most", 4, 18)
('thou blessed moon when men revolted shall upon record bear hateful memory poor enobarbus did before thy face repent enobarbus peace hark further o sovereign mistress of true melancholy the poisonous damp of night disponge upon me that life a very rebel to my will may hang no longer on me throw my heart against the flint and hardness of my fault which being dried with grief will break to powder and finish all foul', 0, 5)
("together in spite of nature that he look'd like one had leave to walk out of a grave to air himself yet still walked lord pish let her go she stands upon my knowledge or else she counterfeits i know the virtue never did sorrows in afflicted woman meet with such cruelty such hard hearted ways human invention never found before to call back life to live is but ill taken by some departing soul", 4, 18)
("goes so heavily with my disposition that this goodly frame the earth seems to me a sterile promontory this most excellent canopy the air look you this brave o'erhanging firmament this majestical roof fretted with golden fire why it appears no other thing to me than a foul and pestilent congregation of vapours what a piece of work is a man how noble in reason how infinite in faculty in form and moving how express", 0, 17)
("lose their cost see i have brought wives for 'em heart the strumpets out out having assum'd out of their impudence the shape of shield boys to heap full confusion rather confine us to strict chastity a mere impossible task than to wed these whom we do loathe worse than the foul'st disease o grant 'em their requests the doom is past so since your aim was marriage either embrace it in these courtesans or", 4, 16)
("i am glad the fellow has such luck 'twill encourage him well at my master's worship alone now sir slave at my master's worship alone so saucy rascal at my master's worship alone you're a rogue and will be ever one by my troth gentlemen at all again for once take 'em to thee boy take 'em to thee thou'rt worthy of 'em i'faith gentlemen faith i am angry with you go and suborn my", 4, 16)
("queen and malateste storm fate strikes with the wrong weapon sweet royal sir no more it is too deep twill hurt your health sir interrupt me in my drink 'tis off alas sir you have drunk your last that poisoned bowl i filled not to be put in your hand but hers poisoned descend black speckled soul to hell the queen has sent me thither what new fury shakes now with her snake's locks i", 1, 2)
("brain being the herdsmen of the beastly plebeians i will be bold to take my leave of you how now my as fair as noble ladies and the moon were she earthly no nobler whither do you follow your eyes so fast honourable menenius my boy marcius approaches for the love of juno let's go ha marcius coming home ay worthy menenius and with most prosperous approbation take my cap jupiter and i thank thee", 0, 8)
("consider by medicine life may be prolong'd yet death will seize the doctor too how ended she with horror madly dying like her life which being cruel to the world concluded most cruel to herself what she confess'd i will report so please you these her women can trip me if i err who with wet cheeks were present when she finish'd prithee say first she confess'd she never loved you only affected greatness got", 0, 9)
("slander censure rash thou hast finish'd joy and moan all lovers young all lovers must consign to thee and come to dust no exorciser harm thee nor no witchcraft charm thee ghost unlaid forbear thee nothing ill come near thee quiet consummation have and renowned be thy grave we have done our obsequies come lay him down here's a few flowers but 'bout midnight more the herbs that have on them cold dew o' the", 0, 9)
("weigh not i have spied him pax here's bouser master goldstone my cloak come where's my cloak sir o you're a sure gentleman especially if a man stand in need of you he may be slain in a morning to breakfast ere you vouchsafe to peep out of your lodging how no less than four gallants as i'm a gentleman drew all upon me at once and opposed me so spitefully that i not only", 4, 16)
("sure thou dost ay sir but i am sure i do not and whatsoever a man denies you are now bound to believe him not know my voice o time's extremity hast thou so crack'd and splitted my poor tongue in seven short years that here my only son knows not my feeble key of untuned cares though now this grained face of mine be hid in sap consuming winter's drizzled snow and all the", 0, 7)
("try in time in despite of a fall but turning these jests out of service let us talk in good earnest is it possible on such a sudden you should fall into so strong a liking with old sir rowland's youngest son the duke my father loved his father dearly doth it therefore ensue that you should love his son dearly by this kind of chase i should hate him for my father hated his", 0, 3)
("desire of gold desire of gold great sir that's to be gotten in the western ind in malta are no golden minerals to you of malta thus saith calymath the time you took for respite is at hand for the performance of your promise passed and for the tribute money i am sent basso in brief 'shalt have no tribute here nor shall the heathens live upon our spoil first will we raze the city", 5, 23)
("a presence to have it mourn in ashes marquis daenia we'll lend that tongue when this no more can speak dear sir i am deaf played the full concert of the spheres unto me upon their loudest strings so burn that witch who would dry up the tree of all spain's glories but that i purge her sorceries by fire troy lies in cinders let your oracles now laugh at me if i have been", 1, 2)
("place chide me no more i'll mountebank their loves cog their hearts from them and come home beloved of all the trades in rome look i am going commend me to my wife i'll return consul or never trust to what my tongue can do i' the way of flattery further do your will away the tribunes do attend you arm yourself to answer mildly for they are prepared with accusations as i hear more", 0, 8)
('æneas and commaund as king æn how vaine am i to weare this diadem and beare this golden scepter in my hand a burgonet of steele and not a crowne a sword and not a scepter fits æneas o keepe them still and let me gaze my fill now lookes æneas like immortall ioue o where is ganimed to hold his cup and mercury to flye for what he calles ten thousand cupids houer in', 5, 13)
("come while i remain above the ground you shall hear from me still and never of me aught but what is like me formerly that's worthily as any ear can hear come let's not weep if i could shake off but one seven years from these old arms and legs by the good gods i'ld with thee every foot give me thy hand come bid them all home he's gone and we'll no further the", 0, 8)
("lungs yes sir for i do mean to have a list of wives and concubines equal with solomon who had the stone alike with me and i will make me a back with the elixir that shall be as tough as hercules to encounter fifty a night — thou'rt sure thou saw'st it blood both blood and spirit sir i will have all my beds blown up not stuft down is too hard and then", 2, 4)
("he was too hard for him directly to say the troth on't before corioli he scotched him and notched him like a carbon ado an he had been cannibally given he might have broiled and eaten him too but more of thy news why he is so made on here within as if he were son and heir to mars set at upper end o' the table no question asked him by any of the", 0, 8)
("sir o i keep one tune i recant not i'm like the cuckoo in that indeed where i love i hold did i not promise you i would fit you they're all very well done i'faith and very scholarlike though i say't before thy face little bouser but i would not have thee proud on't now come if this be performed well who the boy he has performed deeper matters than this suppose the shields", 4, 16)
("i'll ne'er out not till you have slept i fear me you'll be in till then nay certainly i have heard the ptolemies' pyramises are very goodly things without contradiction i have heard that pompey a word say in mine ear what is't forsake thy seat i do beseech thee captain and hear me speak a word forbear me till anon this wine for lepidus what manner o' thing is your crocodile it is shaped", 0, 5)
("late redeem'd in peace possess the triple diadem and sit in peter's chair despite of chance thou shalt be famous through all italy and honour'd of the german emperor shall make poor faustus to his utmost power both love and serve the german emperor and lay his life at holy bruno's feet for proof whereof if so your grace be pleas'd the doctor stands prepar'd by power of art to cast his magic charms that", 5, 15)
("unfortunate in that game that ever pleased both genders i ne'er played yet under a bastard the poor wenches curse me to the pit where'er i come they were ne'er served so but used to have more words than one to a bargain i have such a fatal finger in such business i must forth with't chiefly for country wenches for every harvest i shall hinder hay making i had no less than seven lay", 4, 6)
("do it by stealth muffle your false love with some show of blindness let not my sister read it in your eye be not thy tongue thy own shame's orator look sweet be fair become disloyalty apparel vice like virtue's harbinger bear a fair presence though your heart be tainted teach sin the carriage of a holy saint be secret false what need she be acquainted what simple thief brags of his own attaint 'tis", 0, 7)
("will you be call'd something that hath a reference to my state no longer celia but aliena but cousin what if we assay'd to steal the clownish fool out of your father's court would he not be a comfort to our travel he'll go along o'er the wide world with me leave me alone to woo him let's away and get our jewels and our wealth together devise the fittest time and safest way to", 0, 3)
("much loves a gallian girl at home he furnaces the thick sighs from him whiles the jolly briton your lord i mean laughs from's free lungs cries 'o can my sides hold to think that man who knows by history report or his own proof what woman is yea what she cannot choose but must be will his free hours languish for assured bondage ' will my lord say so ay madam with his eyes", 0, 9)
('days of quiet with turbulent and dangerous lunacy he does confess he feels himself distracted but from what cause he will by no means speak nor do we find him forward to be sounded but with a crafty madness keeps aloof when we would bring him on to some confession of his true state did he receive you well most like a gentleman but with much forcing of his disposition niggard of question but of', 0, 17)
("the casa my precious diego will prove fair enough to cozen you in do you mark you shall be cozen'd diego cozen'd do you see my worthy donzel cozen'd entiendo do you intend it so do we dear don have you brought pistolets or portagues my solemn don —dost thou feel any full you shall be emptied don pumped and drawn dry as they say milked in troth sweet don see all the monsters the", 2, 4)
("not his poll clawed like a parrot is it not strange that desire should so many years outlive performance kiss me doll saturn and venus this year in conjunction what says the almanac to that and look whether the fiery trigon his man be not lisping to his master's old tables his note book his counsel keeper thou dost give me flattering busses by my troth i kiss thee with a most constant heart i", 0, 20)
("first in goodness but greater a great deal in evil he excels his brother for a coward yet his brother is reputed one of the best that is in a retreat he outruns any lackey marry in coming on he has the cramp if your life be saved will you undertake to betray the florentine ay and the captain of his horse count rousillon i'll whisper with the general and know his pleasure drums only", 0, 1)
('died groaning brave laced jerkings and feathers looked pale tottered rascals fought pell mell here fell a wing there heads were tossed like footballs legs and arms quarrelled in the air and yet lay quietly on the earth horses trampled upon heaps of carcasses troops of carbines tumbled wounded from their horses we besiege moors and famine us mutinies bluster and are calm i vowed not to doff mine armour though my flesh were frozen', 1, 2)
("this power to make me strong in body rich in mind— i did believe his words tasted his fruit and since have been attired in this disguise i fear that villain hath beguiled me too cornw nay before god he has not cozened you you have it soundly me he made believe one apple of damasco would inspire my thoughts with wisdom and upon my cheeks would cast such beauty that each lady's eye which", 1, 0)
("have given him cause 'tis all the better your valiant britons have their wishes in it lucius hath wrote already to the emperor how it goes here it fits us therefore ripely our chariots and our horsemen be in readiness the powers that he already hath in gallia will soon be drawn to head from whence he moves his war for britain 'tis not sleepy business but must be look'd to speedily and strongly our", 0, 9)
("i will more willingly part withal except my life except my life except my life fare you well my lord these tedious old fools you go to seek the lord hamlet there he is my honoured lord my most dear lord my excellent good friends how dost thou guildenstern ah rosencrantz good lads how do ye both as the indifferent children of the earth happy in that we are not over happy on fortune's cap", 0, 17)
('me to remember thy name or to know thy face to morrow or to take note how many pair of silk stockings thou hast viz these and those that were thy peach coloured ones or to bear the inventory of thy shirts as one for superfluity and another for use but that the tennis court keeper knows better than i for it is a low ebb of linen with thee when thou keepest not racket', 0, 20)
("is such a man as orlando o that's a brave man he writes brave verses speaks brave words swears brave oaths and breaks them bravely quite traverse athwart the heart of his lover as a puisny tilter that spurs his horse but on one side breaks his staff like a noble goose but all's brave that youth mounts and folly guides who comes here mistress and master you have oft inquired after the shepherd that", 0, 3)
("favours once again to taste her sweets those sweets must prove thy bane vice who shall now be crowned with victory she that triumphs at last and that must i lincoln how set'st thou her at liberty linc no other prison held her but your court there in her chamber hath she hid herself these two days only to shake off that fear which her late violent rapture cast upon her where hath the beauteous", 1, 0)
("i am mad to see scholars in the broker's shop and dunces in the mercer's i am mad to see men that have no more fashion in them than poor shadow yet must leap thrice a day into three orders of fashions i am mad to see many things but horn mad that my mouth feels nothing why now shadow i see thou hast a substance i am glad to see thee thus mad the", 1, 0)
